image_name,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,target
ISIC_0029417,219.2840790842872,70.07434590009323,-2.6638917793964367,-22.106089628714457,6.132154006243496,-105.97541366141105,1.8532778355879316,55.46493041306046,1.6815816857440211,-20.77492986082612,160.42872008324662,169.99726048460187,-3.300728407908423,-45.396763040580566,-11.78147762747139,-60.12088734311402,-4.318418314255979,-80.8576350727271,5.971904266389174,-38.354932914357136,164.38189386056192,571.8489541656335,-9.926118626430792,55.08222336037841,-11.177939646201878,166.1040950882546,-9.116545265348606,330.3960429703277,-2.658688865764816,16.25538780385068,221.94797086368365,92.18043552880769,50.398543184183126,-4568.616549055192,2.6638917793964367,22.106089628714457,6.501560874089478,72.37035216308021,1.1664932362122613,53.2854196060512,163.72944849115504,215.39402352518243,29.501560874089478,-3295.760079088618,3.300728407908423,45.396763040580566,1.4797086368366195,15.964197890464845,3.1748178980228943,81.8358737917167,174.3080124869927,516.7667308052551,33.77523413111342,-3264.1793852007695,9.926118626430792,-55.08222336037841,8.122788761706545,238.9883435244027,3.8272632674297427,250.42136778698045,217.6024973985432,90.84927576091935,-3.1789802289281965,51.95425983816286,4.1269510926118755,-189.0067859853756,-1.6815816857440211,20.77492986082612,7.320499479708644,-35.51136790608986,154.45681581685744,208.352193398959,-6.097814776274703,74.79404366549326,-20.94276795005203,-72.81384180760364,-5.971904266389174,38.354932914357136,-8.85431841831425,-331.2024068754256,167.04058272632673,555.5935663617828,-3.4401664932362337,289.2482033435082,-11.546305931321541,40.13987770716642,2.658688865764816,-16.25538780385068,-3.7408949011446566,-400.8560801541058,220.7814776274714,38.89501592275649,56.904266389177934,-5560.638294094016,3.1789802289281965,-51.95425983816286,-1.1664932362122613,-53.2854196060512,16.83766909469304,-49.80317935379923,160.55463059313215,133.55814973346574,30.26014568158169,-4002.9576263019467,6.097814776274703,-74.79404366549326,-3.1748178980228943,-81.8358737917167,9.312174817898011,-85.63488648336093,170.48074921956297,266.3453630182746,33.59937565036421,-4214.439732285459,3.4401664932362337,-289.2482033435082,-3.8272632674297427,-250.42136778698045,16.893860561914693,-110.06358057910973,0.0
ISIC_0029915,210.44120707596255,41.85320312153161,-5.527575442247638,26.896841544480303,32.84911550468263,-318.1406573321018,1.9396462018730745,6.6271389605650555,3.8990634755463134,16.058673273266116,170.2174817898023,365.99952789378904,-5.674297606659735,130.72507934307933,21.476586888657664,15.516195083815035,-4.049947970863684,316.81714438545515,-0.6014568158168458,213.32679603387464,177.01456815816857,575.3712758020663,-10.111342351716957,323.20294611600605,22.831425598335073,-44.83451702776654,-5.533818938605634,496.70114052631186,-2.2289281997918806,361.7489845926623,215.9687825182102,14.956361577051306,15.662851196670118,-80.63995079700408,5.527575442247638,-26.896841544480303,2.613943808532781,4.394446904834865,4.800208116545264,-1.1317663594006024,175.89177939646203,235.2744485507097,9.889698231009362,141.4409461181716,5.674297606659735,-130.72507934307933,-0.6992715920915487,216.1919479903543,4.929240374609776,30.03339610035937,187.12591050988553,252.16832968606022,11.19250780437045,154.8720364777845,10.111342351716957,-323.20294611600605,2.959417273673239,209.90884885129847,5.910509885535902,-32.17132907643682,206.54214360041624,25.79452984826549,-4.626430801248688,9.706401911813582,30.81789802289282,-407.7974837605209,-3.8990634755463134,-16.058673273266116,9.258064516129025,-27.016548622067063,170.81893860561914,152.6727318599144,-0.14360041623311304,-52.568320590435945,24.06763787721124,-218.9126592681704,0.6014568158168458,-213.32679603387464,3.452653485952112,92.30533577471438,179.24349635796045,213.62229120940398,-1.9719042663891742,-70.71736755309306,26.858480749219552,-354.59575689128883,2.2289281997918806,-361.7489845926623,5.579604578563988,114.86012987252047,211.16857440166493,16.088127936451908,19.09885535900102,-187.43562734361214,4.626430801248688,-9.706401911813582,-4.800208116545264,1.1317663594006024,10.866805411030185,-34.19541732131701,170.96253902185225,205.24105245035034,11.456815816857443,-2.340860684272485,0.14360041623311304,52.568320590435945,-4.929240374609776,-30.03339610035937,3.0988553590010497,132.5822152392853,181.21540062434963,284.33965876249704,13.63579604578564,-48.49089300622285,1.9719042663891742,70.71736755309306,-5.910509885535902,32.17132907643682,8.959417273673239,130.99415606142148,0.0
ISIC_0029360,211.74193548387098,109.39438085327784,-1.726326742976056,-4.5299500498635155,47.35275754422477,-1778.1877705000752,-0.7710718002081194,45.58367595322684,11.529656607700332,26.837986358729253,183.92403746097816,292.8797655927694,-0.7408949011446282,0.7256467367823234,48.57232049947973,-2597.9018365581296,-9.345473465140458,196.3998523043872,19.433922996878266,88.14703293157382,200.8210197710718,420.9377891785893,1.819979188345485,-51.42329194463366,18.80228928199793,-132.17112117645416,-7.796045785639961,265.22594721722623,18.850156087408948,35.50887743754606,213.46826222684703,113.92433090314135,8.177939646201878,-447.8613090552352,1.726326742976056,4.5299500498635155,1.2320499479708644,58.61800435507153,0.8584807492195523,37.43039952529503,184.66493236212278,292.15411885598706,2.541103017689892,-677.5110885404879,0.7408949011446282,-0.7256467367823234,-6.236212278876167,207.15348541072703,1.5088449531737638,86.82780575644736,199.00104058272632,472.36108112322296,-6.568158168574399,317.0523940440986,-1.819979188345485,51.42329194463366,-2.2872008324661977,262.6387532064782,-0.2164412070759738,174.21170931684276,200.21227887617064,82.55639449454858,-12.397502601456836,6.062463116702261,17.20291363163369,-420.17712861970654,-11.529656607700332,-26.837986358729253,6.606659729448467,19.976238764467745,164.4901144640999,204.73273266119557,-18.66597294484913,-0.5935804383441337,5.0936524453694005,-375.2422392127521,-19.433922996878266,-88.14703293157382,-3.3642039542143607,131.19724402585325,181.97086368366286,385.42891174104324,-17.246618106139437,87.27953993466303,7.03642039542143,-179.61257621645854,-18.850156087408948,-35.50887743754606,0.5421436004162388,223.38378445103035,212.60978147762748,76.49393137784632,10.152965660770036,-463.83536920113346,12.397502601456836,-6.062463116702261,-0.8584807492195523,-37.43039952529503,10.826222684703453,5.731204812884627,183.15608740894902,205.3263130995397,4.481789802289285,-778.0504352364484,18.66597294484913,0.5935804383441337,-1.5088449531737638,-86.82780575644736,4.559833506763795,94.80462057711736,199.2174817898023,298.1493718063802,-4.826222684703424,116.94212475948035,17.246618106139437,-87.27953993466303,0.2164412070759738,-174.21170931684276,8.697190426638912,141.20675545006563,0.0
ISIC_0026152,200.70343392299688,132.8745875838232,2.258064516129025,14.51310798563324,2.8283038501560895,73.31890016577856,-13.783558792924026,90.40415323528103,8.662851196670147,27.39548532193635,140.5483870967742,230.15400624349638,4.603537981269511,-58.50788449856577,-11.48491155046824,-21.447382355138643,-38.008324661810605,92.81877293532042,11.91675338189387,25.284497049877615,165.2559833506764,489.5161582681931,9.368366285119663,-131.389005772473,-4.804370447450566,98.94123685330374,-37.97918834547346,280.85762424460296,7.967741935483872,13.581551475277706,198.44536940686785,118.36147959818996,-14.030176899063463,65.55432524003243,-2.258064516129025,-14.51310798563324,-16.485952133194587,94.79699757774863,-0.7346514047866606,46.73415764232756,135.9448491155047,288.66189074206216,-29.018730489073874,56.57892998643234,-4.603537981269511,58.50788449856577,-36.51716961498437,198.5798265551081,-4.636836628511958,123.0012896295807,155.88761706555673,620.9051640406661,-29.59521331945888,184.90727985611596,-9.368366285119663,131.389005772473,-40.31217481789801,406.6641235012523,-10.787721123829328,344.6005797377645,192.04058272632673,105.47910226188685,-7.139438085327782,33.85178030602445,-3.569198751300746,65.072579833052,-8.662851196670147,-27.39548532193635,7.53694068678459,56.98353800292576,128.63163371488034,204.86950919361877,-11.950052029136316,39.20890808113731,-18.867845993756504,28.036783137578908,-11.91675338189387,-25.284497049877615,-0.5223725286160175,-6.721757274604499,157.28824141519252,475.9346067929154,-9.387096774193537,199.6300224900138,-11.721123829344435,167.60482977647507,-7.967741935483872,-13.581551475277706,7.6503642039542115,-21.79482220761622,199.18002081165452,71.6273219558624,-6.0,-27.00520291363165,7.139438085327782,-33.85178030602445,0.7346514047866606,-46.73415764232756,-5.31217481789804,8.253553519627587,140.58168574401665,165.66060111248146,-13.952133194588953,-132.29481083808605,11.950052029136316,-39.20890808113731,4.636836628511958,-123.0012896295807,-19.022892819979177,-75.37971091074272,166.67533818938605,276.3045843029016,-5.679500520291356,-416.18032724756665,9.387096774193537,-199.6300224900138,10.787721123829328,-344.6005797377645,-13.311134235171693,-39.72332843541187,0.0
ISIC_0029659,204.37877211238293,113.83780119780708,6.029136316337144,-164.33547910659314,-7.809573361082215,-13.986246116764008,-17.648283038501575,43.25164452134818,24.80228928199793,-111.30541265439548,140.91363163371489,340.16007432424374,5.712799167533831,-207.93798949888537,-15.88553590010406,-177.0139520379072,-32.34443288241414,53.494101379394635,31.74817898022893,-32.198607286678,151.80437044745057,288.4487217940902,1.1789802289281965,-212.99471262700035,-7.924037460978155,-349.6013452861386,-31.372528616024994,37.05233557222843,29.144640998959417,-76.06296554166062,198.3496357960458,278.17328030440024,-8.399583766909473,133.43596301545935,-6.029136316337144,164.33547910659314,-8.834547346514057,197.10522662722343,13.038501560874096,-20.590477097976077,135.20083246618105,548.0980638231291,-15.677419354838719,85.90372931422246,-5.712799167533831,207.93798949888537,-11.023933402705524,268.6022775876239,18.392299687825172,-174.75601529364246,150.62539021852237,501.44343442109056,-13.132154006243496,-4.7652105366310025,-1.1789802289281965,212.99471262700035,-7.325702393340265,199.68203863258117,17.56295525494278,-226.4277975270731,179.576482830385,225.14321385220256,-5.734651404786689,-73.62054355017375,-25.34859521331947,61.90012788014562,-24.80228928199793,111.30541265439548,-3.218522372528639,102.25599634442527,109.16545265348596,372.35868161092174,-7.643080124869925,-350.49539750584984,-40.755463059313215,-144.9170619834307,-31.74817898022893,32.198607286678,-4.964620187304888,105.96457037793408,122.65972944849115,364.5116873357508,-10.402705515088442,-363.35954461241283,-32.87304890738814,-112.09936103239676,-29.144640998959417,76.06296554166062,-0.4495317377731567,34.233302761929565,185.3111342351717,298.7637574023763,-14.004162330905302,231.58637432175334,5.734651404786689,73.62054355017375,-13.038501560874096,20.590477097976077,4.149843912591052,212.52026104441586,116.80853277835588,722.8540791167716,-22.485952133194573,504.5152021448348,7.643080124869925,350.49539750584984,-18.392299687825172,174.75601529364246,7.980228928199793,531.5318417231443,133.0624349635796,727.8712319481637,-16.225806451612925,453.661911315498,10.402705515088442,363.35954461241283,-17.56295525494278,226.4277975270731,18.525494276794987,470.2656766873737,0.0
ISIC_0026575,180.8241415192508,63.95554621930633,0.7793964620187239,-147.7604537417124,-4.7086368366285,37.69829597810986,8.357960457856393,36.90960357154846,-7.569198751300718,-15.458935963556854,128.19250780437045,148.2678314840702,4.867845993756504,-146.7276997491124,-2.7960457856399614,100.43133399240514,1.8220603537981361,110.01588485805954,-2.7304890738813583,-25.162243197501738,136.05619146722165,173.13524002161293,6.237252861602514,-283.17536904953977,-3.3808532778355698,79.55101399968164,-2.49531737773151,86.02004718896484,0.12070759625390792,-116.81273084207075,180.04474505723206,211.71599996101875,-10.908428720083236,185.05117912857423,-0.7793964620187239,147.7604537417124,10.131113423517178,182.83792355560945,-15.416233090530682,150.24171621435787,123.32466181061395,294.9955312331826,-8.856399583766915,238.24371508606737,-4.867845993756504,146.7276997491124,-3.099895941727368,260.0561135047281,-12.808532778355868,128.59495777573008,129.81893860561914,456.31060907115267,-8.02081165452654,318.9210965424717,-6.237252861602514,283.17536904953977,-9.027055150884507,372.74431658836124,-18.41103017689906,210.45402540927603,188.3933402705515,79.41448218286318,-7.06763787721124,17.9401984362023,-2.9136316337148855,71.29955680488044,7.569198751300718,15.458935963556854,-6.920915712799172,71.77546585296922,130.9229968782518,173.43007468157194,-5.210197710718006,7.029501224119429,-4.170655567117592,139.56163422380217,2.7304890738813583,25.162243197501738,-8.056191467221652,128.86443080341434,135.93548387096774,289.9479708636837,-12.294484911550455,44.09138720180704,-7.383975026014554,202.9126679306697,-0.12070759625390792,116.81273084207075,-11.430801248699282,212.22573606880627,195.46097814776275,61.47428374666088,-1.0822060353798122,47.56954092002239,7.06763787721124,-17.9401984362023,15.416233090530682,-150.24171621435787,0.2591050988553434,36.16852242666924,136.13319458896981,166.4005734574525,-4.261186264308009,120.31157277419788,5.210197710718006,-7.029501224119429,12.808532778355868,-128.59495777573008,-2.9438085327783767,37.166128328430005,148.2299687825182,245.85658366187664,0.11862643080124258,165.9511868165423,12.294484911550455,-44.09138720180704,18.41103017689906,-210.45402540927603,-3.015608740894919,97.26132486429654,0.0
ISIC_0030586,186.43496357960458,63.350869119381144,-5.648283038501546,-101.40182627141127,11.446409989594173,-63.69686666572824,22.284079084287214,-95.23926797549811,-10.475546305931317,38.942644509437244,135.61810613943808,98.58776790132546,1.044745057232035,-90.93676700367396,10.01352757544224,-18.279807389328468,16.03329864724246,-153.43027391905545,-7.237252861602514,23.009313269541238,139.2986472424558,146.11996695256525,-0.19458896982308715,-158.86047637249183,6.705515088449545,-16.743627919668285,9.501560874089506,-154.91586222728014,-6.080124869927147,2.013695411365859,192.08324661810613,164.7526953907924,1.6077003121748135,99.82899576728629,5.648283038501546,101.40182627141127,16.825182101977106,115.01908456873205,-8.524453694068683,121.68182856697356,134.57336108220605,189.52453490499943,-2.2341311134235013,123.55014774975335,-1.044745057232035,90.93676700367396,-0.44745057232049135,100.16180465847552,-10.824141519250759,63.549348634194544,139.49323621227887,304.9804433250571,-1.3569198751300746,209.56273002996147,0.19458896982308715,158.86047637249183,-5.5650364203954155,164.84231977399546,-12.928199791883458,134.3848986650006,196.9105098855359,24.4082246099439,-3.6971904266389117,-18.66264221387494,17.259105098855372,-68.44528278187502,10.475546305931317,-38.942644509437244,11.709677419354847,-67.25695679903326,142.8553590010406,75.57845463178423,-2.5421436004162103,-50.39673163902066,13.513007284079094,-45.335558151899065,7.237252861602514,-23.009313269541238,12.803329864724247,-41.865248326784126,145.37877211238293,144.1062715411994,-7.042663891779398,-26.489273118857085,9.014568158168572,-32.07325875643326,6.080124869927147,-2.013695411365859,6.9989594172736815,-14.886827695309563,200.6077003121748,43.07086682381884,15.925078043704474,-115.50374274109632,3.6971904266389117,18.66264221387494,8.524453694068683,-121.68182856697356,16.19250780437045,-20.71408446586487,145.3975026014568,125.97518627080488,12.49531737773151,-94.24001186762403,2.5421436004162103,50.39673163902066,10.824141519250759,-63.549348634194544,13.827263267429743,36.16300224900134,152.42143600416233,170.59554466005648,18.25078043704474,-63.00488456678295,7.042663891779398,26.489273118857085,12.928199791883458,-134.3848986650006,13.806451612903231,50.41287637205869,0.0
ISIC_0025178,203.20083246618105,123.09286090949745,-10.303850156087407,57.904277217302024,-14.825182101977106,98.73453662667117,-11.959417273673267,85.74497168986952,-9.111342351716957,106.21216626367998,128.97606659729448,342.8121223014962,-22.53590010405827,-6.992365089694715,-42.79604578563996,233.599747055021,-35.87513007284079,144.67505557534702,-17.835587929240376,179.10670141772636,122.25910509885536,597.8693890014412,-34.0353798126951,-45.714024911182264,-50.296566077003135,289.57045914494626,-40.40894901144641,173.35626802205906,-25.417273673257014,221.4403007619751,213.50468262226846,65.18858369219542,-7.353798126951091,48.70288818554208,10.303850156087407,-57.904277217302024,-7.471383975026015,49.423287613384005,1.0405827263267327,-52.2942586037567,151.51196670135275,349.8044873911909,-26.237252861602514,287.7331430470991,22.53590010405827,6.992365089694715,-25.721123829344435,283.51958861790905,1.6847034339229765,-208.44246963523307,156.29448491155046,643.5834139126234,-27.17169614984394,452.4250883304222,34.0353798126951,45.714024911182264,-23.05202913631635,483.94594167322657,8.561914672216432,-369.3304992523181,212.312174817898,16.880694645817474,-0.15192507804371758,-100.60214765013465,-11.877211238293455,3.721972754274134,9.111342351716957,-106.21216626367998,-8.056191467221652,-18.81295606705208,146.81165452653485,163.70542088376982,-3.015608740894919,-394.54153614265414,-38.96878251821022,105.348842094549,17.835587929240376,-179.10670141772636,-29.867845993756504,5.4439368460489845,147.67637877211237,376.42908823946607,-0.05619146722165169,-636.4848249254754,-49.539021852237255,248.4411464384675,25.417273673257014,-221.4403007619751,-34.4786680541103,-33.835113657404634,212.46409989594173,117.48284229595212,-5.229968782518199,90.06551015082493,0.15192507804371758,100.60214765013465,-1.0405827263267327,52.2942586037567,-7.483870967741922,85.02769292739418,149.82726326742977,558.246957026424,-21.83350676378771,423.40469788992357,3.015608740894919,394.54153614265414,-1.6847034339229765,208.44246963523307,-25.284079084287185,424.1958785994039,147.73257023933402,1012.9139131649415,-24.44745057232049,662.4790990134495,0.05619146722165169,636.4848249254754,-8.561914672216432,369.3304992523181,-29.251821019771086,633.6165501380044,0.0
ISIC_0028730,176.03642039542143,171.1838972800835,-10.872008324661806,120.994571861387,2.8126951092611705,96.90616672495806,-5.730489073881387,104.58058019254568,4.343392299687821,-62.03404578780564,136.5140478668054,450.8928827823082,-20.0894901144641,215.23216689171124,-6.936524453694062,336.41223534711185,-15.689906347554626,260.8449899893993,7.505723204994808,-208.09352034225537,136.57856399583767,802.2292595403894,-21.970863683662856,405.4655736036321,-2.4516129032257936,618.5537914135141,-14.132154006243496,410.79993633063026,12.605619146722162,-159.3038274170267,186.90842872008324,50.1893254186965,16.735691987513007,-77.41455148285748,10.872008324661806,-120.994571861387,5.13527575442248,-23.700942371640693,3.350676378772107,-58.263374628189254,156.6035379812695,235.66071589059698,17.581685744016653,-35.29718328007698,20.0894901144641,-215.23216689171124,3.2851196670135323,41.2293277575713,7.27055150884496,-196.854834919834,158.54942767950052,396.7636859367573,18.39646201873049,-116.7852360693476,21.970863683662856,-405.4655736036321,6.42663891779398,9.328190696259242,7.491155046826236,-331.56382367049576,171.6930280957336,233.21794306788914,-11.86472424557752,124.76524302100339,-1.847034339229964,139.3129403662722,-4.343392299687821,62.03404578780564,-5.928199791883458,198.80574020514968,129.0083246618106,658.9864031245636,-20.324661810613946,226.47085231413263,-16.768990634755482,508.628083172987,-7.505723204994808,208.09352034225537,-16.89594172736733,547.2057657595226,123.9729448491155,961.5330869574161,-27.085327783558782,233.20557735016303,-18.471383975026,698.0062694838557,-12.605619146722162,159.3038274170267,-18.806451612903217,751.8190057399885,183.55775234131113,108.45270004688575,9.167533818938608,-4.232698552604688,11.86472424557752,-124.76524302100339,-3.350676378772107,58.263374628189254,-0.7377731529656728,58.27364618671365,149.33298647242455,432.51555081043097,2.7107180020811654,236.3117178710609,20.324661810613946,-226.47085231413263,-7.27055150884496,196.854834919834,-7.486992715920934,265.8663766173157,151.0582726326743,728.3275096072531,-1.4027055150884564,442.64094698442153,27.085327783558782,-233.20557735016303,-7.491155046826236,331.56382367049576,-4.759625390218531,360.630181663438,0.0
ISIC_0029041,170.44849115504684,263.78116577749716,5.501560874089506,-270.408525631794,-7.728407908428721,127.19851524762291,-6.4370447450572215,165.48001182431145,3.049947970863684,-350.6333586350501,126.78147762747139,483.90646233274606,1.9032258064516157,-233.86539558927188,-15.751300728407898,206.36305184180975,-6.674297606659735,248.6802703999151,-1.238293444328832,-355.032792973847,148.78876170655568,555.5693221919156,2.085327783558796,-349.9837253294727,-1.5452653485952226,147.14499616143007,2.7637877211238333,145.98617898239462,1.1831425598334988,-443.3042778669893,164.94693028095733,534.1896914092912,-3.2466181061394366,442.8827195050248,-5.501560874089506,270.408525631794,-13.222684703433913,473.10607771777796,-5.6326742976066555,190.4101281941613,124.87825182101977,717.771857922018,-0.3902185223725212,505.4818114585374,-1.9032258064516157,233.86539558927188,-10.904266389177934,530.2551604132444,-6.89594172736733,164.75208685021778,146.70343392299688,905.5530475213883,9.503642039542143,556.2672619247423,-2.085327783558796,349.9837253294727,-4.01040582726327,589.190606385778,-2.4141519250780448,308.5439811330765,167.39854318418315,614.4145244125473,-3.1810613943808335,270.6349611974174,-8.143600416233085,416.8884649076741,-3.049947970863684,350.6333586350501,-12.470343392299668,468.5045559332165,128.01977107180022,838.939255306593,-3.754422476586882,285.9194842347929,-10.862643080124855,395.03112544273506,1.238293444328832,355.032792973847,-15.034339229968765,525.3688221491445,147.60561914672218,998.8736000589049,-1.5119667013527476,401.8645336705931,-0.6618106139437998,484.8899678512994,-1.1831425598334988,443.3042778669893,-8.18210197710718,399.1142919327226,170.579604578564,343.7795632151299,-8.466181061394394,272.7181839936503,3.1810613943808335,-270.6349611974174,5.6326742976066555,-190.4101281941613,-10.516129032258078,286.5233795441576,131.7741935483871,553.0197710718002,-11.447450572320491,401.83788782279987,3.754422476586882,-285.9194842347929,6.89594172736733,-164.75208685021778,-12.508844953173764,424.52756136568627,149.11758584807492,597.0090663883118,-9.710718002081165,433.12907665337343,1.5119667013527476,-401.8645336705931,2.4141519250780448,-308.5439811330765,-11.162330905306959,424.96983392906077,0.0
